n,ksd,var_est,seed,type
40,0.14472297,821311.75,1,target
40,0.013339456,10.06743,2,off-target
40,0.098757215,0.069993,2,target
40,0.18073323,9.0342975e-05,3,off-target
40,0.08815422,6.2395736e-07,3,target
40,0.21189934,4.982986e-06,4,off-target
40,0.06993331,0.4874652,4,target
40,0.20886979,5.844493e-06,5,off-target
40,0.13670358,0.1085865,5,target
40,0.19538864,3.8541074e-07,6,off-target
40,0.07543254,0.10288327,6,target
40,0.14566371,2.1066537e-06,7,off-target
40,0.06533654,0.81638324,7,target
40,0.23130201,1.5395692e-05,8,off-target
40,0.17427985,1.5229952e-08,8,target
40,0.076530986,13.711899,9,off-target
40,0.49314255,5.6001414e-07,9,target
40,0.3752793,0.108076476,10,off-target
40,0.17526975,0.88812476,10,target
40,0.12788634,9.1501846e-05,11,off-target
40,0.14878084,0.0004432649,11,target
40,0.18542597,1965716.6,12,off-target
40,0.19834675,8.3766855e-07,12,target
40,0.18657045,4.674968e-07,13,off-target
40,0.18676455,1700903.6,13,target
40,0.36000335,7.289985e-06,14,off-target
40,0.171749,4.5887737e-06,14,target
40,0.18330681,2447990.8,15,off-target
40,0.1631927,154978.42,15,target
40,0.05809022,33.03604,16,off-target
40,0.091323264,4.4120865e-05,16,target
40,0.056181405,11.099618,17,off-target
40,0.3101695,3222915.5,17,target
40,0.13582887,48713.65,18,off-target
40,0.037270553,2.198802e-05,18,target
40,0.1307659,9.509057e-08,19,off-target
40,0.071556635,0.15803497,19,target
60,0.06641325,1.227025e-06,0,off-target
60,0.21997814,1918088.8,0,target
60,0.117937155,9.913093e-06,1,off-target
60,0.13127187,2.2444243e-07,1,target
60,0.049873732,8474295.0,2,off-target
60,0.007849291,11.313317,2,target
60,0.053665668,22066.371,3,off-target
60,0.09080055,3.0823057e-06,3,target
60,0.16527867,1.34397e-05,4,off-target
60,0.061112173,0.00010732219,4,target
60,0.14274436,9.208112e-08,5,off-target
60,0.15170094,9.308182e-08,5,target
60,0.14218725,0.09409301,6,off-target
60,0.055242244,91968.3,6,target
60,0.110246815,2.3747807e-06,7,off-target
60,0.08220307,2.0680204e-06,7,target
60,0.09260344,5321697.0,8,off-target
60,0.10671528,125895.92,8,target
60,0.25420183,0.13206472,9,off-target
60,0.1718503,1.315581e-08,9,target
60,0.10790947,0.129484,10,off-target
60,0.10366848,3.9700164e-05,10,target
60,0.08908318,3.6957005e-07,11,off-target
60,0.095396675,4.985389e-05,11,target
60,0.219542,6.343269e-07,12,off-target
60,0.017886426,24.741695,12,target
60,0.08482287,146.87566,13,off-target
60,0.09870389,7.777697e-07,13,target
60,0.010725048,12.552584,14,off-target
60,0.08389156,3.0442695e-06,14,target
60,0.07620807,174.16866,15,off-target
60,0.022661438,32.526943,15,target
60,0.06354812,3.4827727e-07,16,off-target
60,0.029575752,0.23497957,16,target
60,0.19303043,8.298092e-08,17,off-target
60,0.09338179,7.482984e-07,17,target
60,0.038538415,9.784795e-07,18,off-target
60,0.3247395,347784.2,18,target
60,0.05741791,3.037294e-05,19,off-target
60,0.1332168,565474.5,19,target
80,0.052970335,3302448.8,0,off-target
80,0.135243,1.3009388e-06,0,target
80,0.017116068,23.657328,1,off-target
80,0.07331895,95995.664,1,target
80,0.039625093,2.448225e-05,2,off-target
80,0.04938143,34618.473,2,target
80,0.07394445,1.9785925e-07,3,off-target
80,0.058613833,1.9464828e-06,3,target
80,0.07302976,6.4480235e-05,4,off-target
80,0.07693369,323503.72,4,target
80,0.04130753,183895.47,5,off-target
80,0.03626013,6.077746e-06,5,target
80,0.11445546,1.2760543e-07,6,off-target
80,0.05420123,0.00013136967,6,target
80,0.048918262,0.16398859,7,off-target
80,0.06439154,0.2643887,7,target
80,0.08063978,7.0458753e-07,8,off-target
80,0.0893543,9.5684044e-08,8,target
80,0.059729233,0.24876143,9,off-target
80,0.05288011,3.870456e-08,9,target
80,0.09611978,2.1384344e-07,10,off-target
80,0.08946471,1854842.9,10,target
80,0.07922582,3.811628e-06,11,off-target
80,0.091508836,2055584.5,11,target
80,0.08252813,1.5761947e-05,12,off-target
80,0.10683638,41597.79,12,target
80,0.088653505,1.3276903e-07,13,off-target
80,0.069747254,0.11537439,13,target
80,0.14250752,1.0381781e-05,14,off-target
80,0.2981642,1.3657322e-05,14,target
80,0.04430445,295292.1,15,off-target
80,0.12971233,781336.25,15,target
80,0.065083444,66.12418,16,off-target
80,0.048599508,685763.94,16,target
80,0.067491636,2.8026543e-08,17,off-target
80,0.12500384,38078.58,17,target
80,0.05736981,211322.94,18,off-target
80,0.14064127,2318186.5,18,target
80,0.08340658,9.677114e-08,19,off-target
80,0.05530036,1.491028e-07,19,target
100,0.025868759,2.774252e-07,0,off-target
100,0.04766114,0.13476737,0,target
100,0.10700134,2.244236e-07,1,off-target
100,0.061513323,2.1907342e-06,1,target
100,0.04669588,4.0145886e-05,2,off-target
100,0.06305426,3.506072e-06,2,target
100,0.041068286,4.9156625e-07,3,off-target
100,0.042086534,1647737.6,3,target
100,0.03668809,0.2537173,4,off-target
100,0.09944712,4.673889e-07,4,target
100,0.07402966,0.2929414,5,off-target
100,0.04167036,4.816746e-06,5,target
100,0.119167455,208797.42,6,off-target
100,0.037791837,0.13802946,6,target
100,0.08955349,1034506.3,7,off-target
100,0.063384056,502378.25,7,target
100,0.019972576,20.222048,8,off-target
100,0.03925688,0.29590994,8,target
100,0.063928545,7.619091e-07,9,off-target
100,0.06732274,4.596254e-08,9,target
100,0.14535886,0.00031091805,10,off-target
100,0.05604337,2.9095105e-07,10,target
100,0.055114936,4.041399e-08,11,off-target
100,0.08081655,5.0967164e-09,11,target
100,0.035324726,2.5171946e-08,12,off-target
100,0.021517344,0.26277465,12,target
100,0.03336993,2929752.5,13,off-target
100,0.04302686,6.671296e-05,13,target
100,0.029401293,387140.8,14,off-target
100,0.0597719,0.0052222298,14,target
100,0.13823682,0.13028045,15,off-target
100,0.08135572,5.4091036e-08,15,target
100,0.07618939,990267.0,16,off-target
100,0.060837075,0.22137302,16,target
100,0.07847431,2.8111924e-07,17,off-target
100,0.0746774,3214284.2,17,target
100,0.036027335,3.1844362e-08,18,off-target
100,0.039917752,1.3635672e-06,18,target
100,0.021488242,31.170294,19,off-target
100,0.035983834,2528183.2,19,target
200,0.06174895,345575.7,0,off-target
200,0.017835641,1.0019252e-06,0,target
200,0.02861717,6999.359,1,off-target
200,0.053508118,2.6936855e-06,1,target
200,0.026602058,0.109383404,2,off-target
200,0.03385842,1.4684312e-07,2,target
200,0.016444,2008367.4,3,off-target
200,0.04338886,1653986.4,3,target
200,0.028832436,1.9145007e-06,4,off-target
200,0.02638468,5272916.0,4,target
200,0.016496334,5.9984e-05,5,off-target
200,0.020850074,0.12620977,5,target
200,0.024995498,0.17338619,6,off-target
200,0.018117223,1.45285385e-05,6,target
200,0.016532669,2.3091225e-07,7,off-target
200,0.03496032,5.7216255e-08,7,target
200,0.0061393385,24.084349,8,off-target
200,0.023190178,0.07521035,8,target
200,0.030343594,173093.53,9,off-target
200,0.032888863,6.799952e-08,9,target
200,0.042373884,7.593365e-08,10,off-target
200,0.032644317,1.9490108e-06,10,target
200,0.02138441,23170.082,11,off-target
200,0.026328215,1.5130005e-06,11,target
200,0.022301452,224214.25,12,off-target
200,0.04707595,6.217106e-08,12,target
200,0.0055791438,11.051227,13,off-target
200,0.053466547,9.103257e-06,13,target
200,0.028801305,1622550.8,14,off-target
200,0.05099326,0.21257633,14,target
200,0.03488737,2.397161e-07,15,off-target
200,0.009729192,19.609837,15,target
200,0.0064870548,25.842018,16,off-target
200,0.031181155,4.5914874e-08,16,target
200,0.020538367,1.2297e-07,17,off-target
200,0.013717813,2.6206055e-06,17,target
200,0.03799103,0.0042081797,18,off-target
200,0.073226936,6.446763e-07,18,target
200,0.02592434,1.0413198e-06,19,off-target
200,0.032398723,5.6455286e-07,19,target
300,0.014358241,0.2104414,0,off-target
300,0.012832523,7.5418605e-09,0,target
300,0.021949014,0.16443516,1,off-target
300,0.020313287,4.6064258e-08,1,target
300,0.010117753,6373.7363,2,off-target
300,0.017246941,8.7879044e-07,2,target
300,0.028355831,1.4038312e-07,3,off-target
300,0.021391766,1.8222893e-08,3,target
300,0.010421786,4.2525755e-08,4,off-target
300,0.0180876,0.466374,4,target
300,0.032213457,8.641762e-06,5,off-target
300,0.018758003,2348444.8,5,target
300,0.02872067,2.5776872e-06,6,off-target
300,0.03317444,0.00077248545,6,target
300,0.019520316,1453933.2,7,off-target
300,0.033387896,1145951.6,7,target
300,0.009854001,25.674475,8,off-target
300,0.009184817,4136052.2,8,target
300,0.0188915,2.0417746e-08,9,off-target
300,0.03642026,1.3828341e-05,9,target
300,0.026693217,3.1845702e-06,10,off-target
300,0.026185388,226961.73,10,target
300,0.021781769,251829.42,11,off-target
300,0.009950391,28767.322,11,target
300,0.015176409,5.8903547e-06,12,off-target
300,0.029109925,0.114264645,12,target
300,0.046485934,0.00024661128,13,off-target
300,0.024614414,7.55622e-06,13,target
300,0.00994656,776396.0,14,off-target
300,0.010972,2.500653e-05,14,target
300,0.022036064,4.9792475e-06,15,off-target
300,0.043415107,537379.56,15,target
300,0.017363722,3.0902995e-06,16,off-target
300,0.014290656,57.697342,16,target
300,0.009704954,13.050876,17,off-target
300,0.011190705,0.00011162541,17,target
300,0.028744346,407284.75,18,off-target
300,0.013114196,1.6499886e-08,18,target
300,0.014134552,1067020.4,19,off-target
300,0.005260372,27.926846,19,target
400,0.026246754,2807238.0,0,off-target
400,0.021718508,9766392.0,0,target
400,0.016490918,0.00011707205,1,off-target
400,0.012960246,3.534685e-05,1,target
400,0.012353191,3.6911184e-05,2,off-target
400,0.01922293,0.13640904,2,target
400,0.010209202,7511032.0,3,off-target
400,0.03149085,1.0129935e-06,3,target
400,0.015953636,9.193885e-07,4,off-target
400,0.013361368,75.27553,4,target
400,0.017779445,2.448205e-06,5,off-target
400,0.009152703,6.7476917e-06,5,target
400,0.009946292,8.870548,6,off-target
400,0.014602952,205879.12,6,target
400,0.027134055,0.2619379,7,off-target
400,0.0057060933,0.13804407,7,target
400,0.011638018,69.53196,8,off-target
400,0.018434752,0.00032444677,8,target
400,0.015423908,2.6966606e-07,9,off-target
400,0.017735712,2.2409583e-06,9,target
400,0.02788927,2.2052598e-05,10,off-target
400,0.005562458,2.231795e-05,10,target
400,0.01121149,0.055990253,11,off-target
400,0.02222279,0.34613243,11,target
400,0.006522007,0.3201857,12,off-target
400,0.025328493,4.166801e-08,12,target
400,0.007185116,1.2102249e-06,13,off-target
400,0.016046977,3.8815974e-06,13,target
400,0.02115571,8368.695,14,off-target
400,0.011422467,1216484.2,14,target
400,0.008096305,23566394.0,15,off-target
400,0.018101865,101337.69,15,target
400,0.010670934,2088923.2,16,off-target
400,0.010474797,23569000.0,16,target
400,0.012290516,1.2007198e-06,17,off-target
400,0.010197107,75.33524,17,target
400,0.021812854,11668681.0,18,off-target
400,0.016456377,0.00013844103,18,target
400,0.0064084516,2021.4316,19,off-target
400,0.009961736,1.1843032e-05,19,target
500,0.009897571,2.7231164e-07,0,off-target
500,0.009630313,1.5449936e-05,0,target
500,0.013914868,1.1146732e-06,1,off-target
500,0.009549,5877798.5,1,target
500,0.01811455,7.776421e-07,2,off-target
500,0.017820166,7.258619e-05,2,target
500,0.01103877,2.944367e-06,3,off-target
500,0.011991019,8538113.0,3,target
500,0.020896839,2371925.2,4,off-target
500,0.016094437,8.09264e-07,4,target
500,0.010942459,42200.387,5,off-target
500,0.016265377,1278475.9,5,target
500,0.012311512,1.0867745e-05,6,off-target
500,0.0098505495,1.3089457e-06,6,target
500,0.011208008,2.7244528e-08,7,off-target
500,0.014532349,3.934886e-07,7,target
500,0.01112666,1.6999309e-05,8,off-target
500,0.014166034,3.6622034e-06,8,target
500,0.0032171258,11.842375,9,off-target
500,0.00890332,6.8764614e-08,9,target
500,0.0025129714,13.000812,10,off-target
500,0.012229004,3.7507878e-08,10,target
500,0.011292456,0.12632516,11,off-target
500,0.012087372,1.3826792e-06,11,target
500,0.018980328,181370.88,12,off-target
500,0.015476968,2.7408896e-06,12,target
500,0.013536645,1.698379e-08,13,off-target
500,0.01671729,9.761243e-07,13,target
500,0.0075593996,10.223969,14,off-target
500,0.012540674,0.00026406228,14,target
500,0.006852665,151790.11,15,off-target
500,0.0103800325,7.1049534e-08,15,target
500,0.0036371625,419327.4,16,off-target
500,0.0069822357,5.239644e-08,16,target
500,0.019477284,0.007210674,17,off-target
500,0.004892392,0.7970111,17,target
500,0.01529489,365316.16,18,off-target
500,0.020200605,1.2578228e-06,18,target
500,0.009499744,545.6341,19,off-target
500,0.013513046,7.086923e-07,19,target
600,0.017000377,9.356206e-08,0,off-target
600,0.023686273,2.4954119e-05,0,target
600,0.0051494683,2.2103011e-08,1,off-target
600,0.0052961856,2.5868111e-08,1,target
600,0.009433323,1.9422966e-07,2,off-target
600,0.0066241156,1.2337521e-06,2,target
600,0.008038793,2540742.2,3,off-target
600,0.0168903,2.2747292e-08,3,target
600,0.018843163,1.7126541e-07,4,off-target
600,0.0047166063,2.2833014e-08,4,target
600,0.007931763,345502.5,5,off-target
600,0.006859103,1.1095416e-05,5,target
600,0.01401744,326747.6,6,off-target
600,0.019165188,3.1352577e-08,6,target
600,0.008047875,0.52766675,7,off-target
600,0.008225606,10179313.0,7,target
600,0.010955895,3.5056425e-07,8,off-target
600,0.0047904206,0.15847926,8,target
600,0.010529537,11337556.0,9,off-target
600,0.0110024195,1.1148007e-06,9,target
600,0.007785916,2.7286015e-07,10,off-target
600,0.009879137,364522.66,10,target
600,0.007294752,7.348138e-09,11,off-target
600,0.011053963,4.4083027e-08,11,target
600,0.00766925,14695.434,12,off-target
600,0.0122467885,6.0303137e-07,12,target
600,0.008184441,164.04294,13,off-target
600,0.0031410642,0.14785306,13,target
600,0.015569712,9.338302e-05,14,off-target
600,0.006297387,3.158211e-05,14,target
600,0.0071101836,15100511.0,15,off-target
600,0.0053536417,4.173035e-05,15,target
600,0.008283238,1597937.9,16,off-target
600,0.011688689,581.0092,16,target
600,0.00805208,7.791471e-08,17,off-target
600,0.0075643477,0.12821782,17,target
600,0.0083318455,62084.523,18,off-target
600,0.011867548,0.0010617008,18,target
600,0.005476125,1.4478708e-06,19,off-target
600,0.008131067,4.994061e-08,19,target
700,0.0020593842,27.678186,0,off-target
700,0.005508765,67.01669,0,target
700,0.011998187,8459713.0,1,off-target
700,0.010347355,8.7353385e-07,1,target
700,0.012709874,1.0467586e-07,2,off-target
700,0.0049516205,1133218.9,2,target
700,0.008822255,23.76794,3,off-target
700,0.0052866545,40.108955,3,target
700,0.0057012658,11.5890465,4,off-target
700,0.013000043,6491218.5,4,target
700,0.0053015775,21.450829,5,off-target
700,0.010387841,6.9486994e-08,5,target
700,0.009936883,18445.375,6,off-target
700,0.0008849444,15.0349,6,target
700,0.011084271,3.4319035e-06,7,off-target
700,0.018597346,1.7698714e-07,7,target
700,0.0060418793,24.05784,8,off-target
700,0.00274382,2.1229638e-08,8,target
700,0.010249547,6.677712e-07,9,off-target
700,0.010636535,0.14867114,9,target
700,0.010016679,6.39573e-08,10,off-target
700,0.01573912,2.1005489e-08,10,target
700,0.004560005,24.896896,11,off-target
700,0.0015513521,19.297424,11,target
700,0.009054379,6.8472886e-08,12,off-target
700,0.0052267574,7300243.0,12,target
700,0.0042339815,10.862548,13,off-target
700,0.008919965,5.6444595e-08,13,target
700,0.013498114,1082181.4,14,off-target
700,0.010524868,1.3779909e-07,14,target
700,0.0104088215,3984037.8,15,off-target
700,0.012558541,4.1136227e-05,15,target
700,0.010280563,1.3670907e-06,16,off-target
700,0.0053107124,37501.633,16,target
700,0.006211793,53.686493,17,off-target
700,0.013371953,5.0762487e-06,17,target
700,0.006792976,1.7502756e-06,18,off-target
700,0.012756024,0.35349384,18,target
700,0.0049053333,4.836108e-05,19,off-target
700,0.011569092,1355691.9,19,target
800,0.007903976,0.002968697,0,off-target
800,0.009014444,1.4382169e-06,0,target
800,0.0025914607,240762.73,1,off-target
800,0.003416879,1.3998499e-07,1,target
800,0.0048830714,1134059.0,2,off-target
800,0.0073050875,6258095.0,2,target
800,0.009047398,9650456.0,3,off-target
800,0.010830407,1.3634501e-08,3,target
800,0.007482853,3.5579546e-06,4,off-target
800,0.0019958657,10.752772,4,target
800,0.005567598,12.169173,5,off-target
800,0.008162694,0.13412519,5,target
800,0.008850593,3.8102775e-07,6,off-target
800,0.0026448322,0.31780913,6,target
800,0.011487351,7.634569e-07,7,off-target
800,0.008945274,8.153296e-09,7,target
800,0.0052685547,3.0933982e-08,8,off-target
800,0.0077761076,4.4458783e-08,8,target
800,0.0054975804,141.74411,9,off-target
800,0.010786388,2.300257e-08,9,target
800,0.012393805,734.1728,10,off-target
800,0.00997737,2.3976818e-07,10,target
800,0.0061102025,13952.488,11,off-target
800,0.015796289,1.658232e-05,11,target
800,0.005272848,186372.36,12,off-target
800,0.0042749117,1.5852713e-07,12,target
800,0.0060523986,3.5999806e-06,13,off-target
800,0.002011797,27.895863,13,target
800,0.013833923,2.1671656e-06,14,off-target
800,0.011687662,1.76141e-07,14,target
800,0.0056055957,89211.19,15,off-target
800,0.0052894996,5.89197e-05,15,target
800,0.003627407,11379195.0,16,off-target
800,0.008590099,153.377,16,target
800,0.007839851,2.2530969e-07,17,off-target
800,0.0069363164,0.3383782,17,target
800,0.012124146,6123.0947,18,off-target
800,0.0066042473,1.4325627e-07,18,target
800,0.0016372263,11.293819,19,off-target
800,0.0042603863,14065106.0,19,target
900,0.0071431533,1503504.9,0,off-target
900,0.0024977187,28.947063,0,target
900,0.00490507,2019582.1,1,off-target
900,0.0058927936,6.1158966e-07,1,target
900,0.009288722,4.1269155e-07,2,off-target
900,0.012688556,175791.7,2,target
900,0.0057487884,2.7193277e-05,3,off-target
900,0.0068378784,160.18924,3,target
900,0.004879672,96.271515,4,off-target
900,0.006788982,2.77977e-06,4,target
900,0.0033640394,45.658657,5,off-target
900,0.007786289,0.5597396,5,target
900,0.009587749,5.765786e-06,6,off-target
900,0.00498933,6.2376905e-08,6,target
900,0.009617664,3.5511203e-08,7,off-target
900,0.012031186,4.23074e-08,7,target
900,0.0059173205,0.12796326,8,off-target
900,0.008558556,2.300652e-06,8,target
900,0.004565494,49.200035,9,off-target
900,0.0052161887,6.102677e-07,9,target
900,0.0042366893,57945.406,10,off-target
900,0.0020478133,12.36444,10,target
900,0.007910889,16.221338,11,off-target
900,0.0037545136,1.6415463e-06,11,target
900,0.0041314824,83.21136,12,off-target
900,0.0049092025,3.9071472e-07,12,target
900,0.006262599,0.39150214,13,off-target
900,0.011370552,1.0026029e-08,13,target
900,0.010561823,8695.114,14,off-target
900,0.01111868,1.9661346e-07,14,target
900,0.0072919554,40669556.0,15,off-target
900,0.0038282187,114756.75,15,target
900,0.0057673412,7481863.5,16,off-target
900,0.0036525284,2.0853426e-07,16,target
900,0.0038934802,39.6175,17,off-target
900,0.004839007,0.87952435,17,target
900,0.008723197,1072929.5,18,off-target
900,0.00925141,3943018.5,18,target
900,0.0042222315,2.7283493e-05,19,off-target
900,0.011470115,1.968629e-06,19,target
1000,0.009590148,2249039.2,0,off-target
1000,0.004054672,2834156.8,0,target
1000,0.0045420136,40211.055,1,off-target
1000,0.005821172,11532605.0,1,target
1000,0.0034854203,42.1079,2,off-target
1000,0.008652814,2.7891694e-05,2,target
1000,0.008051136,7361015.5,3,off-target
1000,0.0031501928,183142.02,3,target
1000,0.0062471754,9499969.0,4,off-target
1000,0.004697409,0.00013288653,4,target
1000,0.0034028813,105850.73,5,off-target
1000,0.0041200714,1.79682e-06,5,target
1000,0.0033105132,21.72361,6,off-target
1000,0.0120777,4.331356e-07,6,target
1000,0.0055255927,8246108.0,7,off-target
1000,0.0072694975,1.240949e-06,7,target
1000,0.004465635,16215105.0,8,off-target
1000,0.0045556263,16269040.0,8,target
1000,0.003953308,26.0409,9,off-target
1000,0.0025199922,1.4821474e-07,9,target
1000,0.010439844,2.7287837e-07,10,off-target
1000,0.004777951,0.2513884,10,target
1000,0.00934514,6161108.0,11,off-target
1000,0.012187723,6.115617e-05,11,target
1000,0.005890702,1818333.9,12,off-target
1000,0.003302652,1.3360155e-06,12,target
1000,0.0029964661,9.902799,13,off-target
1000,0.010610363,1.2770977e-05,13,target
1000,0.004691326,7660817.5,14,off-target
1000,0.010560626,1.4944105e-05,14,target
1000,0.0041485475,4115.417,15,off-target
1000,0.0097146975,546317.0,15,target
1000,0.0034128807,23.905321,16,off-target
1000,0.006500836,4.133602e-08,16,target
1000,0.0055701416,0.067670695,17,off-target
1000,0.008538831,0.12602606,17,target
1000,0.0036825931,2385814.2,18,off-target
1000,0.0058883424,0.00031244292,18,target
1000,0.0046790894,0.20035207,19,off-target
1000,0.0048811585,0.16233449,19,target
2000,0.0018672976,11092998.0,0,off-target
2000,0.005091974,4.1145686e-05,0,target
2000,0.0037224747,19.760298,1,off-target
2000,0.0015243521,202260.53,1,target
2000,0.0028813586,879154.6,2,off-target
2000,0.004293561,1.5872024e-08,2,target
2000,0.0036436927,3143696.2,3,off-target
2000,0.0014994811,3.0296823e-07,3,target
2000,0.0016086508,11735350.0,4,off-target
2000,0.0030720765,4.7443016e-05,4,target
2000,0.0021831593,41.96834,5,off-target
2000,0.00552939,188178.17,5,target
2000,0.0029338044,8396.884,6,off-target
2000,0.0046393923,6.3202774e-06,6,target
2000,0.0028154799,346145.3,7,off-target
2000,0.0033307069,2.7142156e-07,7,target
2000,0.0034034713,21.527475,8,off-target
2000,0.0052741393,4.369884e-07,8,target
2000,0.0020667573,75.45115,9,off-target
2000,0.0037490143,5.3587552e-08,9,target
2000,0.0048123314,22.523247,10,off-target
2000,0.0025443612,4070131.5,10,target
2000,0.0022691078,857301.3,11,off-target
2000,0.0026458679,2.9983175e-07,11,target
2000,0.0009474344,63.83974,12,off-target
2000,0.00440109,6135063.0,12,target
2000,0.0024237824,23.786804,13,off-target
2000,0.00036450042,10.7888775,13,target
2000,0.0021075257,25.4115,14,off-target
2000,0.0027379792,4.8674714e-08,14,target
2000,0.002107084,325420.34,15,off-target
2000,0.0020898494,163656.6,15,target
2000,0.0011506326,421547.53,16,off-target
2000,0.0044536623,6.863244e-05,16,target
2000,0.0035284676,31.45906,17,off-target
2000,0.003200525,3.220662e-06,17,target
2000,0.0040046866,16.403624,18,off-target
2000,0.0013442353,0.0137258535,18,target
2000,0.0015845634,12076342.0,19,off-target
2000,0.0022566956,0.6741356,19,target
3000,0.0011134135,767.6965,0,off-target
3000,0.002113227,3.3338496e-05,0,target
3000,0.0025961972,117336.04,1,off-target
3000,0.0022110757,8.655767e-06,1,target
3000,0.0010501958,2606780.0,2,off-target
3000,0.00094382867,1.1921782e-06,2,target
3000,0.0012078804,76911.086,3,off-target
3000,0.0014636513,15807.496,3,target
3000,0.0011183656,6614387.0,4,off-target
3000,0.0007669054,0.17176637,4,target
3000,0.0011043185,0.3097571,5,off-target
3000,0.0005142117,0.2644597,5,target
3000,0.0023286617,506067.9,6,off-target
3000,0.003571449,4.7479265e-09,6,target
3000,0.002019001,42196.562,7,off-target
3000,0.0024973117,6.7799147e-07,7,target
3000,0.0033262947,24.231318,8,off-target
3000,0.0011353298,3.0994775e-05,8,target
3000,0.004717954,17.768078,9,off-target
3000,0.0019583877,1.4397017e-06,9,target
3000,0.0040951883,18.12136,10,off-target
3000,0.0015948296,1.9481632e-08,10,target
3000,0.0015066384,489369.0,11,off-target
3000,0.002840484,1.783923e-05,11,target
3000,0.0036222425,32.953648,12,off-target
3000,0.0018769708,815272.44,12,target
3000,0.004009085,27.155827,13,off-target
3000,0.00081447756,0.18345566,13,target
3000,0.0011024011,61.80138,14,off-target
3000,0.00078384334,5.253992e-09,14,target
3000,0.0026950375,29.034943,15,off-target
3000,0.00021607192,8.073447,15,target
3000,0.0034537509,18.967398,16,off-target
3000,0.0013689209,1.0983755e-07,16,target
3000,0.0030201604,341481.2,17,off-target
3000,0.0018161024,1.1140218e-06,17,target
3000,0.0033992424,19.518576,18,off-target
3000,0.000748713,67.55939,18,target
3000,0.0025029264,17.271317,19,off-target
3000,0.001584196,1.0999033e-06,19,target
