n,ksd,var_est,seed,type
100,0.21872854,2303335.8,4,off-target
100,0.11661309,3.1819943e-07,4,target
100,0.2223512,1.5766406e-06,5,off-target
100,0.04531475,1.7904378e-08,5,target
100,0.22161457,4.3682303e-05,6,off-target
100,0.05987216,1.7109107e-05,6,target
100,0.17218022,2.3898744e-07,7,off-target
100,0.10259037,6.442881e-08,7,target
100,0.25583148,3.8678972e-05,8,off-target
100,0.07746315,1.7181033e-05,8,target
100,0.21202157,3.4338304e-05,9,off-target
100,0.014192682,5.8130593,9,target
100,0.15236874,6.78872e-07,10,off-target
100,0.023709564,7.677413e-07,10,target
100,0.17437202,1.3202139e-06,11,off-target
100,0.032660056,170827.16,11,target
100,0.17960744,9.671343e-07,12,off-target
100,0.033834666,2.5746626e-08,12,target
100,0.15568745,3.052513e-07,13,off-target
100,0.049058933,77224.92,13,target
100,0.33216217,1.9394962e-07,14,off-target
100,0.049306374,7.1309732e-06,14,target
100,0.19260891,0.0002207447,15,off-target
100,0.052016076,9.769876e-09,15,target
100,0.23513485,2.4263082e-07,16,off-target
100,0.030512609,0.2782054,16,target
100,0.14570928,0.32031357,17,off-target
100,0.039118007,2027182.9,17,target
100,0.1674024,1.5678248e-07,18,off-target
100,0.033130866,1.6389707e-07,18,target
100,0.2542672,4.433528e-06,19,off-target
100,0.030878602,1.0387558e-06,19,target
200,0.22626325,1.1279046e-07,0,off-target
200,0.01986535,2.4138371e-08,0,target
200,0.185247,5.809777e-08,1,off-target
200,0.043553017,1.9189854e-07,1,target
200,0.18929899,6.7966954e-07,2,off-target
200,0.04084299,0.15385294,2,target
200,0.15823126,4.477115e-07,3,off-target
200,0.019810343,0.00030235449,3,target
200,0.15239568,0.0001400903,4,off-target
200,0.026468802,4.9944447e-05,4,target
200,0.2051309,992677.2,5,off-target
200,0.016737327,3.2183255e-08,5,target
200,0.19575772,1.9363229e-07,6,off-target
200,0.058721952,1.4252604e-08,6,target
200,0.17104045,2.7003678e-06,7,off-target
200,0.02176993,160392.05,7,target
200,0.15231496,3.148946e-06,8,off-target
200,0.031303354,8160.549,8,target
200,0.20027466,1.3095577e-06,9,off-target
200,0.057620097,6.1268486e-07,9,target
200,0.20568848,4.993721e-07,10,off-target
200,0.024572926,955281.25,10,target
200,0.196819,7.098517e-07,11,off-target
200,0.00937891,0.50439346,11,target
200,0.16455412,3.114123e-07,12,off-target
200,0.028581645,3512171.0,12,target
200,0.010202489,12.047217,13,off-target
200,0.040489253,9.708409e-05,13,target
200,0.14296703,0.0001432532,14,off-target
200,0.010422135,1.0144223e-06,14,target
200,0.17909573,9.6893594e-08,15,off-target
200,0.04582848,719449.25,15,target
200,0.2628072,0.0003815305,16,off-target
200,0.040455244,5.7649646e-05,16,target
200,0.11778615,3.1623986e-06,17,off-target
200,0.006114626,11.4218,17,target
200,0.14143029,7.3644844e-07,18,off-target
200,0.041067112,2.2219918e-07,18,target
200,0.17590982,1.2009408e-06,19,off-target
200,0.013865977,5.320675e-06,19,target
300,0.17606439,1.4085953e-06,0,off-target
300,0.05303918,1.939177e-06,0,target
300,0.14134905,1.9152676e-06,1,off-target
300,0.018451767,0.00017002493,1,target
300,0.15149418,5.7588977e-07,2,off-target
300,0.010382385,1.4357379e-06,2,target
300,0.13993058,1.2168865e-06,3,off-target
300,0.01410202,6.8231955e-08,3,target
300,0.15800731,5.5224393e-07,4,off-target
300,0.011305237,0.28985375,4,target
300,0.17578092,3.4619237e-07,5,off-target
300,0.02012519,9.9892894e-08,5,target
300,0.10894024,2.6068487e-06,6,off-target
300,0.016481197,1.686848e-07,6,target
300,0.12779853,3.7465534e-07,7,off-target
300,0.01897772,1.8712833e-05,7,target
300,0.16722785,6.8593766e-07,8,off-target
300,0.011289868,6.2650074e-08,8,target
300,0.14240244,4.515471e-07,9,off-target
300,0.03155471,105426.29,9,target
300,0.1532436,4.5057473e-06,10,off-target
300,0.012095719,0.2270323,10,target
300,0.21295995,1.6805674e-06,11,off-target
300,0.02893057,885357.3,11,target
300,0.16240498,2.4162744e-06,12,off-target
300,0.014629215,3858145.0,12,target
300,0.17573981,1.0265826e-06,13,off-target
300,0.02216385,0.068112336,13,target
300,0.1845827,3.2408832e-06,14,off-target
300,0.017052146,2.0739961e-07,14,target
300,0.15731956,6.484227e-07,15,off-target
300,0.019047793,2.1665332e-06,15,target
300,0.14907877,1.1264142e-06,16,off-target
300,0.040317953,2.2969526e-07,16,target
300,0.21042438,7.91365e-06,17,off-target
300,0.015703991,1383518.6,17,target
300,0.17597654,526161.1,18,off-target
300,0.009022746,1463366.2,18,target
300,0.17890415,4.2293863e-07,19,off-target
300,0.017231569,145933.08,19,target
400,0.15780175,1.2810714e-06,0,off-target
400,0.015530825,4.3954716e-07,0,target
400,0.17453426,4.8757204e-07,1,off-target
400,0.012378587,1.259298e-06,1,target
400,0.17388262,4.7599772e-07,2,off-target
400,0.016544633,3063110.0,2,target
400,0.1661374,4.9984754e-07,3,off-target
400,0.021595249,1.700709e-07,3,target
400,0.17432144,2.799343e-07,4,off-target
400,0.017827148,2.0647412e-06,4,target
400,0.19062886,4.540374e-05,5,off-target
400,0.010574542,184908.78,5,target
400,0.14488018,3.767557e-07,6,off-target
400,0.011815777,1.9586469e-07,6,target
400,0.16286278,8.287894e-07,7,off-target
400,0.0135907745,96.63385,7,target
400,0.22624259,1.4465701e-05,8,off-target
400,0.01285759,9.170942e-05,8,target
400,0.15648574,2.9242062e-07,9,off-target
400,0.011015244,0.26512614,9,target
400,0.14614628,0.0018730706,10,off-target
400,0.010806102,5.3881804e-06,10,target
400,0.19194907,5.7032776e-06,11,off-target
400,0.022038307,7.780787e-06,11,target
400,0.17277054,1.6701526e-05,12,off-target
400,0.021716308,1.7345286e-07,12,target
400,0.143,1.60883e-05,13,off-target
400,0.013189259,7.1574966e-08,13,target
400,0.17863014,1.5433744e-06,14,off-target
400,0.034795254,4.7536087e-05,14,target
400,0.14894606,1.7456098e-06,15,off-target
400,0.015029917,0.119349994,15,target
400,0.13537203,3.5200665e-06,16,off-target
400,0.0054061413,0.20168288,16,target
400,0.15564217,4.864678e-06,17,off-target
400,0.018334169,2.0013734e-07,17,target
400,0.15913872,2.0001646e-06,18,off-target
400,0.022570748,134706.3,18,target
400,0.15465912,1.8020575e-06,19,off-target
400,0.015859136,1.0569696e-05,19,target
500,0.12190944,9.889949e-06,0,off-target
500,0.00864165,1.8057714e-08,0,target
500,0.1476543,2.577118e-07,1,off-target
500,0.01633833,7.566853e-07,1,target
500,0.15761724,0.0045147953,2,off-target
500,0.0030355765,42.7742,2,target
500,0.13049018,6.547979e-07,3,off-target
500,0.018028418,2.3649282e-05,3,target
500,0.14327805,1.2728875e-06,4,off-target
500,0.009919275,1.4627385e-07,4,target
500,0.15137202,9.861735e-07,5,off-target
500,0.012513147,0.0004452063,5,target
500,0.13878201,7.2576415e-07,6,off-target
500,0.014513855,6435736.0,6,target
500,0.14198476,4.8697007e-06,7,off-target
500,0.0075566894,4.2947832e-08,7,target
500,0.14855957,2.4596159e-06,8,off-target
500,0.01514508,6.9490975e-06,8,target
500,0.18340284,9.073485e-06,9,off-target
500,0.014834216,3.6284298e-06,9,target
500,0.16142581,1.2246927e-06,10,off-target
500,0.02669059,4.1092567e-06,10,target
500,0.18684371,6.163174e-06,11,off-target
500,0.012004236,8.202732e-06,11,target
500,0.14475024,3.1047182e-06,12,off-target
500,0.0053521055,348624.0,12,target
500,0.12755008,2.1543092e-06,13,off-target
500,0.006039603,48.7198,13,target
500,0.1641135,5.825415e-07,14,off-target
500,0.006143443,1169649.4,14,target
500,0.13579641,3.7987434e-07,15,off-target
500,0.004544397,8.6753573e-07,15,target
500,0.1609167,2.6227233e-06,16,off-target
500,0.013305078,0.0017155673,16,target
500,0.1553222,1.13828484e-07,17,off-target
500,0.008178467,7.2644454e-08,17,target
500,0.15964371,8.5623554e-07,18,off-target
500,0.025762903,1.0595921e-06,18,target
500,0.15117739,9.044198e-06,19,off-target
500,0.0066824094,4.920752e-07,19,target
600,0.14130294,1.341638e-07,0,off-target
600,0.020445913,0.1891871,0,target
600,0.14637427,6.912733e-07,1,off-target
600,0.0041815694,0.19193435,1,target
600,0.1346282,4.2303907e-07,2,off-target
600,0.013806786,1458922.5,2,target
600,0.16767772,1.2480784e-06,3,off-target
600,0.0045682737,2075634.2,3,target
600,0.21606643,0.0016071844,4,off-target
600,0.023570396,1.1778866e-06,4,target
600,0.14206393,2.9602143e-07,5,off-target
600,0.014271096,6.9849193e-09,5,target
600,0.14830224,4.331131e-06,6,off-target
600,0.0012541708,24.058609,6,target
600,0.18484615,1.5114552e-05,7,off-target
600,0.0074312845,7.997191e-07,7,target
600,0.15746625,1.6810682e-07,8,off-target
600,0.00650216,6.5920226e-08,8,target
600,0.11688302,2.6272194e-06,9,off-target
600,0.015954599,7.1826847e-09,9,target
600,0.15364656,1.5696089e-06,10,off-target
600,0.009367591,1.0885736e-06,10,target
600,0.18280418,4.5881636e-05,11,off-target
600,0.01348576,9.148557e-08,11,target
600,0.14685266,3.093136e-06,12,off-target
600,0.011276152,0.14418451,12,target
600,0.13313833,1.7950018e-07,13,off-target
600,0.011956881,3.7066516e-06,13,target
600,0.1300092,9.109549e-07,14,off-target
600,0.012391586,0.2597711,14,target
600,0.14775486,3.3470826e-07,15,off-target
600,0.0137527725,1.62573e-06,15,target
600,0.14235085,9.2218005e-07,16,off-target
600,0.005659305,4433204.0,16,target
600,0.1592864,1.1589717e-06,17,off-target
600,0.010474218,2.5030462e-05,17,target
600,0.13269894,3.151671e-06,18,off-target
600,0.011999901,9.886332e-07,18,target
600,0.1386315,7.444774e-07,19,off-target
600,0.008175717,54.829174,19,target
700,0.14511834,6.9555094e-06,0,off-target
700,0.0040571066,0.17898884,0,target
700,0.15507169,2.2934953e-06,1,off-target
700,0.012158988,6.180649e-06,1,target
700,0.1539078,1.1020253e-06,2,off-target
700,0.014204711,1708551.0,2,target
700,0.1622428,2.4033654e-06,3,off-target
700,0.012963344,1.8105973e-07,3,target
700,0.19934,2.2325303e-06,4,off-target
700,0.010093708,5.167722e-06,4,target
700,0.17095399,2.3521511e-06,5,off-target
700,0.009817754,3.6249745e-08,5,target
700,0.16050857,3.0590395e-06,6,off-target
700,0.014907401,8.521153e-07,6,target
700,0.14929652,2.093102e-06,7,off-target
700,0.007063848,5.1383864e-05,7,target
700,0.19452591,2.326287e-06,8,off-target
700,0.0072552366,3.1628627e-08,8,target
700,0.14579393,8.693702e-07,9,off-target
700,0.013292772,0.34186625,9,target
700,0.14590573,7.6347584e-07,10,off-target
700,0.0073159356,1.2748009e-06,10,target
700,0.13563123,2.845479e-06,11,off-target
700,0.0057804654,6.982469e-07,11,target
700,0.1597419,1.0703445e-06,12,off-target
700,0.016138107,3.304873e-08,12,target
700,0.15300311,1.6817571e-06,13,off-target
700,0.0072859284,1.1231754e-05,13,target
700,0.12177912,7.433026e-07,14,off-target
700,0.008543561,2023503.5,14,target
700,0.15378799,6.126992e-06,15,off-target
700,0.01046018,4.9076993e-07,15,target
700,0.125904,7.1427036e-07,16,off-target
700,0.0059042047,0.22041254,16,target
700,0.1508876,3.1718857e-06,17,off-target
700,0.007966723,4717078.5,17,target
700,0.144698,1.6538486e-06,18,off-target
700,0.012080066,6.232244e-08,18,target
700,0.1735466,1.5157719e-06,19,off-target
700,0.005880314,0.1247635,19,target
800,0.14635389,5.106391e-06,0,off-target
800,0.009311343,9587.877,0,target
800,0.15400817,1.2012794e-05,1,off-target
800,0.0073299315,3.541732e-08,1,target
800,0.1440187,1.5064682e-06,2,off-target
800,0.011291933,1.3984855e-08,2,target
800,0.1513563,8.45031e-07,3,off-target
800,0.005818243,4.1688676e-08,3,target
800,0.1637922,1.1801518e-05,4,off-target
800,0.00865176,5367068.5,4,target
800,0.13297385,3.2855198e-07,5,off-target
800,0.004701109,0.30294546,5,target
800,0.14902988,6.752516e-07,6,off-target
800,0.008046884,3.347895e-08,6,target
800,0.15284035,8.6449063e-07,7,off-target
800,0.00610054,910355.1,7,target
800,0.17270286,1.3865992e-05,8,off-target
800,0.0069759367,0.22641428,8,target
800,0.15075232,7.1312627e-07,9,off-target
800,0.005833758,382.70874,9,target
800,0.13986388,9.8209e-07,10,off-target
800,0.010952644,1.2086713e-06,10,target
800,0.13196677,2.940841e-07,11,off-target
800,0.007353792,1.645325e-08,11,target
800,0.1344223,1.076822e-05,12,off-target
800,0.005794239,1.0646911e-06,12,target
800,0.17654486,6.022876e-07,13,off-target
800,0.0036727905,0.127739,13,target
800,0.13014853,6.1265946e-06,14,off-target
800,0.0035330295,0.24654672,14,target
800,0.14758305,4.913584e-06,15,off-target
800,0.0055513447,90351.58,15,target
800,0.14610668,2.4105879e-07,16,off-target
800,0.00791336,1.1409335e-05,16,target
800,0.17161171,1.2472099e-06,17,off-target
800,0.0038283253,1.6561172e-07,17,target
800,0.13199055,8.1323526e-07,18,off-target
800,0.0077929306,2.63779e-07,18,target
800,0.16945428,7.1849524e-07,19,off-target
800,0.010235271,2.2386912e-05,19,target
900,0.16376029,2.1147085e-05,0,off-target
900,0.0055854553,0.037665013,0,target
900,0.14391644,3.1240922e-06,1,off-target
900,0.0045992685,3182640.8,1,target
900,0.1625867,4.9051584e-07,2,off-target
900,0.00062566873,7.232251,2,target
900,0.15189162,6.5671713e-07,3,off-target
900,0.0048052073,0.23309933,3,target
900,0.13708511,3.1088053e-05,4,off-target
900,0.012277817,1.7469296e-07,4,target
900,0.15320753,3.3967794e-06,5,off-target
900,0.004350887,3.7098893e-05,5,target
900,0.15501164,2.2252968e-06,6,off-target
900,0.011754784,0.10579878,6,target
900,0.1525589,1.63922e-06,7,off-target
900,0.0051856074,0.00017900948,7,target
900,0.16798748,7.579272e-06,8,off-target
900,0.006002197,3.664794e-05,8,target
900,0.15101002,6.205328e-07,9,off-target
900,0.0061883167,3.008496e-08,9,target
900,0.15010154,6.2735694e-06,10,off-target
900,0.005791528,0.121682286,10,target
900,0.15172519,2.5681325e-06,11,off-target
900,0.0028571084,2.8362308e-07,11,target
900,0.15063182,2.5280954e-06,12,off-target
900,0.0039215405,5917828.5,12,target
900,0.16332121,1.699139e-06,13,off-target
900,0.003487579,0.00015161608,13,target
900,0.16670386,3.498624e-06,14,off-target
900,0.009959808,3.5017533e-07,14,target
900,0.17153645,1.4646599e-06,15,off-target
900,0.0062973816,6.401488e-07,15,target
900,0.1486968,4.93333e-07,16,off-target
900,0.0058682063,1.400346e-06,16,target
900,0.15223432,1.6766222e-05,17,off-target
900,0.011147341,2.310299e-05,17,target
900,0.14748892,2.0133419e-07,18,off-target
900,0.0039775856,0.15830712,18,target
900,0.14596154,7.1860904e-07,19,off-target
900,0.005907087,17625282.0,19,target
1000,0.14244771,4.1484687e-05,0,off-target
1000,0.007547339,1.3522934e-07,0,target
1000,0.14662118,4.1900967e-06,1,off-target
1000,0.009970642,0.1909067,1,target
1000,0.16156234,2.266047e-06,2,off-target
1000,0.0024207642,0.00012655152,2,target
1000,0.16379128,1.6582233e-06,3,off-target
1000,0.005853882,0.0001485458,3,target
1000,0.1468365,2.0831153e-06,4,off-target
1000,0.005665564,0.19562182,4,target
1000,0.13737568,1.4488122e-05,5,off-target
1000,0.004718408,2.953634e-06,5,target
1000,0.1629423,7.7072997e-07,6,off-target
1000,0.0052411375,3.6748684e-06,6,target
1000,0.16818598,8.676904e-07,7,off-target
1000,0.0027814086,0.20743074,7,target
1000,0.16812794,2.2219315e-06,8,off-target
1000,0.0052618776,0.11517151,8,target
1000,0.14890127,2.662887e-06,9,off-target
1000,0.004750867,3.2340324e-06,9,target
1000,0.15171567,1.467578e-06,10,off-target
1000,0.006982239,2.3556486e-06,10,target
1000,0.15818599,1.7342434e-06,11,off-target
1000,0.0030997437,0.014346239,11,target
1000,0.14147976,2.2216964e-06,12,off-target
1000,0.0068987184,4.4288095e-07,12,target
1000,0.14902765,3.574388e-06,13,off-target
1000,0.010123926,3.5694145e-06,13,target
1000,0.16814528,9.492698e-07,14,off-target
1000,0.008021115,3473223.2,14,target
1000,0.15874828,1.3209436e-07,15,off-target
1000,0.0043841554,0.14168294,15,target
1000,0.14341557,1.2796121e-06,16,off-target
1000,0.0034140626,2.0171725e-05,16,target
1000,0.1582104,2.4370609e-06,17,off-target
1000,0.0043127197,4.3260986e-08,17,target
1000,0.14748041,2.8025236e-06,18,off-target
1000,0.009338099,3.3932844e-07,18,target
1000,0.15713416,1.7229782e-05,19,off-target
1000,0.007724512,0.18826343,19,target
2000,0.17129916,3.1340144e-06,0,off-target
2000,0.0031271118,8.8436755e-06,0,target
2000,0.14632055,3.5682555e-07,1,off-target
2000,0.002435193,1.10076e-07,1,target
2000,0.14395317,2.8433956e-06,2,off-target
2000,0.0026063356,2.1440826e-05,2,target
2000,0.15070602,4.771449e-07,3,off-target
2000,0.0031897605,2706365.8,3,target
2000,0.14742415,7.2992307e-06,4,off-target
2000,0.004010364,3.4795725e-05,4,target
2000,0.15657806,9.2541063e-07,5,off-target
2000,0.00081461103,14.1283045,5,target
2000,0.15548426,1.3157028e-06,6,off-target
2000,0.003362793,1.5503883e-07,6,target
2000,0.14615884,1.0192787e-06,7,off-target
2000,0.00539823,0.2047834,7,target
2000,0.13655236,8.844835e-07,8,off-target
2000,0.0023262468,73070.125,8,target
2000,0.15749627,5.677622e-07,9,off-target
2000,0.002051882,16594.988,9,target
2000,0.14657411,8.366019e-07,10,off-target
2000,0.0032445923,6.3754754e-08,10,target
2000,0.147725,7.536314e-06,11,off-target
2000,0.0030716187,4.1629523e-06,11,target
2000,0.1429791,9.896766e-07,12,off-target
2000,0.0044075805,6.087686e-07,12,target
2000,0.16187876,9.726377e-07,13,off-target
2000,0.0028889037,8.406083e-08,13,target
2000,0.14775798,2.4292965e-06,14,off-target
2000,0.004269751,2.074002e-05,14,target
2000,0.16732424,1.8733857e-06,15,off-target
2000,0.0035865204,470473.9,15,target
2000,0.14926243,3.5113992e-06,16,off-target
2000,0.003909062,749429.25,16,target
2000,0.14378291,6.2173617e-06,17,off-target
2000,0.0022366089,2.5331657e-08,17,target
2000,0.16082254,3.034597e-06,18,off-target
2000,0.00585979,6.181409e-08,18,target
2000,0.13833429,1.401066e-06,19,off-target
2000,0.0027254273,1.3140225e-06,19,target
3000,0.14058605,6.83311e-07,0,off-target
3000,0.002631749,1.4603029e-06,0,target
3000,0.14856559,6.247934e-07,1,off-target
3000,0.0022566188,6.4004504e-05,1,target
3000,0.14985937,7.2759967e-06,2,off-target
3000,0.0016991645,0.2195817,2,target
3000,0.15201277,1.4023185e-06,3,off-target
3000,0.0009297526,3.421159e-06,3,target
3000,0.14785779,2.646174e-06,4,off-target
3000,0.0022621963,0.0839343,4,target
3000,0.13745716,1.2840007e-06,5,off-target
3000,0.0013923069,1.6594704e-07,5,target
3000,0.13965696,4.9372015e-06,6,off-target
3000,0.0015025499,1.4450092e-07,6,target
3000,0.13875353,1.015001e-06,7,off-target
3000,0.0034203017,2.6785024e-08,7,target
3000,0.15418333,1.1825103e-06,8,off-target
3000,0.0022652994,0.000113136666,8,target
3000,0.15315408,7.871217e-07,9,off-target
3000,0.0008594953,1548493.9,9,target
